dateid,platform,gamemode,mapname,matchid,roundnumber,objectivelocation,winrole,endroundreason,roundduration,clearancelevel,skillrank,role,team,haswon,operator,nbkills,isdead,primaryweapon,primaryweapontype,primarysight,primarygrip,primaryunderbarrel,primarybarrel,secondaryweapon,secondaryweapontype,secondarysight,secondarygrip,secondaryunderbarrel,secondarybarrel,secondarygadget
20170212,PS4,BOMB,PLANE,1522488121,1,MEETING_ROOM-EXECUTIVE_OFFICE,Defender,AttackersEliminated,192,176,Gold,Defender,1,1,NAVYSEAL-VALKYRIE,0,0,SPAS-12,Shotguns,EosHolo,None,None,None,D-50,Pistols,None,None,Laser,None,NITRO_CELL
20170212,PS4,BOMB,PLANE,1522488121,2,CARGO_HOLD-LUGGAGE_HOLD,Attacker,DefendersEliminated,113,151,Gold,Defender,0,0,G.E.O.-MIRA,0,1,VECTOR_.45_ACP,Submachine_Guns,EosHolo,Vertical,None,Compensator,ITA12S,Shotguns,None,None,None,None,NITRO_CELL
20170212,PS4,BOMB,PLANE,1522488121,1,MEETING_ROOM-EXECUTIVE_OFFICE,Defender,AttackersEliminated,192,153,Gold,Defender,1,1,G.E.O.-MIRA,0,0,VECTOR_.45_ACP,Submachine_Guns,EosHolo,Vertical,Laser,MuzzleBrake,ITA12S,Shotguns,EosHolo,None,Laser,None,NITRO_CELL
20170212,PS4,BOMB,PLANE,1522488121,2,CARGO_HOLD-LUGGAGE_HOLD,Attacker,DefendersEliminated,113,163,Gold,Attacker,1,1,SPETSNAZ-GLAZ,2,0,OTs-03,Marksman_Rifles,Reflex,None,None,Flash,PMM,Pistols,None,None,None,None,CLAYMORE
20170212,PS4,BOMB,PLANE,1522488121,4,CARGO_HOLD-LUGGAGE_HOLD,Attacker,DefendersEliminated,120,151,Gold,Defender,0,0,G.E.O.-MIRA,1,1,VECTOR_.45_ACP,Submachine_Guns,EosHolo,Vertical,None,Compensator,ITA12S,Shotguns,None,None,None,None,NITRO_CELL
20170212,PS4,BOMB,PLANE,1522488121,3,STAFF_SECTION-EXECUTIVE_BEDROOM,Defender,AttackersEliminated,183,151,Gold,Attacker,0,0,GSG9-IQ,1,1,AUG_A2,Assault_Rifles,Acog,None,None,Compensator,P12,Pistols,None,None,None,Suppressor,FRAG_GRENADE
20170212,PS4,BOMB,PLANE,1522488121,4,CARGO_HOLD-LUGGAGE_HOLD,Attacker,DefendersEliminated,120,153,Gold,Attacker,1,1,G.E.O.-JACKAL,0,0,C7E,Assault_Rifles,Acog,Vertical,Laser,MuzzleBrake,ITA12S,Shotguns,EosHolo,None,Laser,None,STUN_GRENADE
20170212,PS4,BOMB,KANAL,1522514641,3,SERVER_ROOM-CONTROL_ROOM,Attacker,DefendersEliminated,231,81,Gold,Attacker,0,1,NAVYSEAL-BLACKBEARD,0,1,MK17_CQB,Assault_Rifles,Reflex,Angle,Laser,Suppressor,D-50,Pistols,None,None,Laser,None,BREACH_CHARGE
20170212,PS4,BOMB,KANAL,1522514641,2,COAST_GUARD_OFFICE-HOLDING_ROOM,Defender,AttackersEliminated,229,142,Gold,Defender,0,1,GSG9-BANDIT,0,1,MP7,Submachine_Guns,Acog,None,None,Flash,P12,Pistols,None,None,None,None,BARBED_WIRE
20170212,PS4,BOMB,KANAL,1522514641,2,COAST_GUARD_OFFICE-HOLDING_ROOM,Defender,AttackersEliminated,229,61,Unranked,Defender,0,1,GIGN-DOC,0,0,MP5,Submachine_Guns,EosHolo,Vertical,None,Suppressor,P9,Pistols,None,None,None,MuzzleBrake,BARBED_WIRE
20170212,PS4,BOMB,KANAL,1522514641,3,SERVER_ROOM-CONTROL_ROOM,Attacker,DefendersEliminated,231,61,Unranked,Attacker,0,1,SWAT-THERMITE,0,1,556XI,Assault_Rifles,RedDot,Vertical,None,MuzzleBrake,M45_MEUSOC,Pistols,None,None,None,None,SMOKE_GRENADE
20170212,PS4,BOMB,KANAL,1522514641,1,SERVER_ROOM-CONTROL_ROOM,Attacker,DefendersEliminated,213,23,Gold,Defender,1,0,SAS-MUTE,1,1,MP5K,Submachine_Guns,Reflex,None,None,Flash,P226_MK_25,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,PS4,BOMB,KANAL,1522514641,4,KITCHEN-PROJECTOR_ROOM,Defender,AttackersEliminated,223,111,Gold,Attacker,1,0,G.E.O.-JACKAL,0,1,PDW9,Submachine_Guns,Acog,Vertical,None,MuzzleBrake,ITA12S,Shotguns,None,None,None,None,BREACH_CHARGE
20170212,PS4,BOMB,KANAL,1522514641,1,SERVER_ROOM-CONTROL_ROOM,Attacker,DefendersEliminated,213,44,Gold,Defender,1,0,SWAT-CASTLE,0,1,UMP45,Submachine_Guns,EosHolo,Vertical,None,Compensator,5.7_USG,Pistols,None,None,None,None,IMPACT_GRENADE
20170212,PS4,BOMB,KANAL,1522514641,1,SERVER_ROOM-CONTROL_ROOM,Attacker,DefendersEliminated,213,111,Gold,Defender,1,0,G.E.O.-MIRA,1,1,VECTOR_.45_ACP,Submachine_Guns,EosHolo,Vertical,None,MuzzleBrake,ITA12S,Shotguns,Reflex,None,None,None,NITRO_CELL
20170212,PS4,BOMB,KANAL,1522514641,3,SERVER_ROOM-CONTROL_ROOM,Attacker,DefendersEliminated,231,23,Gold,Defender,1,0,SAS-MUTE,0,1,MP5K,Submachine_Guns,Reflex,None,None,Flash,P226_MK_25,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,PS4,BOMB,KANAL,1522514641,4,KITCHEN-PROJECTOR_ROOM,Defender,AttackersEliminated,223,64,Gold,Attacker,1,0,GIGN-TWITCH,2,1,F2,Assault_Rifles,EosHolo,Vertical,None,Flash,P9,Pistols,None,None,None,None,CLAYMORE
20170212,PS4,BOMB,KANAL,1522514641,2,COAST_GUARD_OFFICE-HOLDING_ROOM,Defender,AttackersEliminated,229,23,Gold,Attacker,1,0,SWAT-ASH,2,1,R4-C,Assault_Rifles,Reflex,Vertical,None,Flash,M45_MEUSOC,Pistols,None,None,None,None,SMOKE_GRENADE
20170212,PS4,BOMB,KANAL,1522514641,3,SERVER_ROOM-CONTROL_ROOM,Attacker,DefendersEliminated,231,44,Gold,Defender,1,0,SWAT-CASTLE,3,1,UMP45,Submachine_Guns,EosHolo,Vertical,None,Compensator,5.7_USG,Pistols,None,None,None,None,IMPACT_GRENADE
20170212,PS4,BOMB,KANAL,1522514641,4,KITCHEN-PROJECTOR_ROOM,Defender,AttackersEliminated,223,30,Silver,Defender,0,1,SAS-SMOKE,1,1,FMG-9,Submachine_Guns,RedDot,None,Laser,Flash,SMG-11,Submachine_Guns,EosHolo,Vertical,Laser,HeavyBarrel,IMPACT_GRENADE
20170212,PS4,BOMB,KANAL,1522514641,1,SERVER_ROOM-CONTROL_ROOM,Attacker,DefendersEliminated,213,128,Gold,Defender,1,0,BOPE-CAVEIRA,0,1,M12,Submachine_Guns,Reflex,None,Laser,MuzzleBrake,PRB92,Pistols,None,None,Laser,None,IMPACT_GRENADE
20170212,PS4,BOMB,KANAL,1522514641,2,COAST_GUARD_OFFICE-HOLDING_ROOM,Defender,AttackersEliminated,229,44,Gold,Attacker,1,0,GIGN-TWITCH,0,1,F2,Assault_Rifles,EosHolo,Vertical,None,Flash,LFP586,Pistols,None,None,None,None,BREACH_CHARGE
20170212,PS4,BOMB,KANAL,1522514641,3,SERVER_ROOM-CONTROL_ROOM,Attacker,DefendersEliminated,231,64,Gold,Defender,1,0,GIGN-ROOK,1,1,MP5,Submachine_Guns,Acog,Vertical,None,Flash,P9,Pistols,None,None,None,MuzzleBrake,IMPACT_GRENADE
20170212,PS4,BOMB,KANAL,1522514641,4,KITCHEN-PROJECTOR_ROOM,Defender,AttackersEliminated,223,142,Gold,Defender,0,1,SAS-MUTE,0,1,MP5K,Submachine_Guns,RedDot,None,None,MuzzleBrake,P226_MK_25,Pistols,None,None,None,None,NITRO_CELL
20170212,PS4,BOMB,KANAL,1522514641,2,COAST_GUARD_OFFICE-HOLDING_ROOM,Defender,AttackersEliminated,229,64,Gold,Attacker,1,0,G.E.O.-JACKAL,0,1,C7E,Assault_Rifles,Acog,Angle,None,Compensator,ITA12S,Shotguns,None,None,None,None,STUN_GRENADE
20170212,PS4,BOMB,KANAL,1522514641,3,SERVER_ROOM-CONTROL_ROOM,Attacker,DefendersEliminated,231,111,Gold,Defender,1,0,G.E.O.-MIRA,0,1,VECTOR_.45_ACP,Submachine_Guns,EosHolo,Vertical,None,MuzzleBrake,ITA12S,Shotguns,Reflex,None,None,None,NITRO_CELL
20170212,PS4,BOMB,KANAL,1522514641,4,KITCHEN-PROJECTOR_ROOM,Defender,AttackersEliminated,223,147,Gold,Defender,0,1,G.E.O.-MIRA,0,1,VECTOR_.45_ACP,Submachine_Guns,EosHolo,Vertical,None,Compensator,ITA12S,Shotguns,EosHolo,None,None,None,DEPLOYABLE_SHIELD
20170212,PS4,BOMB,KANAL,1522514641,4,KITCHEN-PROJECTOR_ROOM,Defender,AttackersEliminated,223,23,Gold,Attacker,1,0,SWAT-ASH,1,1,R4-C,Assault_Rifles,Reflex,Vertical,None,Flash,M45_MEUSOC,Pistols,None,None,None,None,SMOKE_GRENADE
20170212,PS4,BOMB,KANAL,1522514641,1,SERVER_ROOM-CONTROL_ROOM,Attacker,DefendersEliminated,213,147,Gold,Attacker,0,1,G.E.O.-JACKAL,0,0,C7E,Assault_Rifles,Acog,Vertical,None,Compensator,ITA12S,Shotguns,EosHolo,None,None,None,STUN_GRENADE
20170212,PS4,BOMB,KANAL,1522514641,2,COAST_GUARD_OFFICE-HOLDING_ROOM,Defender,AttackersEliminated,229,111,Gold,Attacker,1,0,SAT-HIBANA,0,1,TYPE-89,Assault_Rifles,Acog,Vertical,None,MuzzleBrake,P229,Pistols,None,None,None,None,STUN_GRENADE
20170212,PS4,BOMB,KANAL,1522514641,2,COAST_GUARD_OFFICE-HOLDING_ROOM,Defender,AttackersEliminated,229,30,Silver,Defender,0,1,SAS-SMOKE,0,1,FMG-9,Submachine_Guns,RedDot,None,Laser,Flash,SMG-11,Submachine_Guns,EosHolo,Vertical,Laser,HeavyBarrel,IMPACT_GRENADE
20170212,PS4,BOMB,KANAL,1522514641,1,SERVER_ROOM-CONTROL_ROOM,Attacker,DefendersEliminated,213,61,Unranked,Attacker,0,1,GSG9-BLITZ,0,1,Shield,Shield,None,None,None,None,P12,Pistols,None,None,Laser,MuzzleBrake,BREACH_CHARGE
20170212,PS4,BOMB,KANAL,1522514641,3,SERVER_ROOM-CONTROL_ROOM,Attacker,DefendersEliminated,231,30,Silver,Attacker,0,1,SPETSNAZ-FUZE,0,1,AK-12,Assault_Rifles,RedDot,Vertical,None,Suppressor,PMM,Pistols,None,None,None,MuzzleBrake,STUN_GRENADE
20170212,PS4,BOMB,KANAL,1522514641,2,COAST_GUARD_OFFICE-HOLDING_ROOM,Defender,AttackersEliminated,229,147,Gold,Defender,0,1,G.E.O.-MIRA,2,0,VECTOR_.45_ACP,Submachine_Guns,EosHolo,Vertical,None,Compensator,ITA12S,Shotguns,EosHolo,None,None,None,DEPLOYABLE_SHIELD
20170212,PS4,BOMB,KANAL,1522514641,2,COAST_GUARD_OFFICE-HOLDING_ROOM,Defender,AttackersEliminated,229,81,Gold,Defender,0,1,BOPE-CAVEIRA,2,0,SPAS-15,Shotguns,Reflex,None,Laser,None,PRB92,Pistols,None,None,None,None,IMPACT_GRENADE
20170212,PS4,BOMB,KANAL,1522514641,4,KITCHEN-PROJECTOR_ROOM,Defender,AttackersEliminated,223,81,Gold,Defender,0,1,BOPE-CAVEIRA,2,0,SPAS-15,Shotguns,Reflex,None,Laser,None,PRB92,Pistols,None,None,None,None,IMPACT_GRENADE
20170212,PS4,BOMB,KANAL,1522514641,1,SERVER_ROOM-CONTROL_ROOM,Attacker,DefendersEliminated,213,142,Gold,Attacker,0,1,SWAT-ASH,4,0,G36C,Assault_Rifles,Acog,Vertical,None,MuzzleBrake,M45_MEUSOC,Pistols,None,None,None,None,BREACH_CHARGE
20170212,PS4,BOMB,KANAL,1522514641,3,SERVER_ROOM-CONTROL_ROOM,Attacker,DefendersEliminated,231,147,Gold,Attacker,0,1,G.E.O.-JACKAL,3,0,C7E,Assault_Rifles,Acog,Vertical,None,Compensator,ITA12S,Shotguns,EosHolo,None,None,None,STUN_GRENADE
20170212,PS4,BOMB,KANAL,1522514641,4,KITCHEN-PROJECTOR_ROOM,Defender,AttackersEliminated,223,61,Unranked,Defender,0,1,SPETSNAZ-KAPKAN,0,1,SASG-12,Shotguns,RedDot,Angle,None,Suppressor,PMM,Pistols,None,None,None,MuzzleBrake,NITRO_CELL
20170212,PS4,BOMB,KANAL,1522514641,1,SERVER_ROOM-CONTROL_ROOM,Attacker,DefendersEliminated,213,30,Silver,Attacker,0,1,SPETSNAZ-GLAZ,0,0,OTs-03,Marksman_Rifles,Reflex,None,None,Suppressor,PMM,Pistols,None,None,None,None,CLAYMORE
20170212,PS4,BOMB,KANAL,1522514641,1,SERVER_ROOM-CONTROL_ROOM,Attacker,DefendersEliminated,213,64,Gold,Defender,1,0,GIGN-ROOK,1,1,MP5,Submachine_Guns,Acog,Vertical,None,Flash,P9,Pistols,None,None,None,MuzzleBrake,IMPACT_GRENADE
20170212,PS4,BOMB,KANAL,1522514641,4,KITCHEN-PROJECTOR_ROOM,Defender,AttackersEliminated,223,44,Gold,Attacker,1,0,GIGN-MONTAGNE,1,1,Shield,Shield,None,None,None,None,P9,Pistols,None,None,Laser,MuzzleBrake,STUN_GRENADE
20170212,PS4,BOMB,KANAL,1522514641,3,SERVER_ROOM-CONTROL_ROOM,Attacker,DefendersEliminated,231,142,Gold,Attacker,0,1,SWAT-ASH,1,1,G36C,Assault_Rifles,Acog,Vertical,None,MuzzleBrake,M45_MEUSOC,Pistols,None,None,None,None,BREACH_CHARGE
20170212,PS4,BOMB,KANAL,1522514641,1,SERVER_ROOM-CONTROL_ROOM,Attacker,DefendersEliminated,213,81,Gold,Attacker,0,1,NAVYSEAL-BLACKBEARD,0,1,MK17_CQB,Assault_Rifles,Reflex,Angle,Laser,Suppressor,D-50,Pistols,None,None,Laser,None,BREACH_CHARGE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,1,ARMORY,Attacker,DefendersEliminated,128,108,Silver,Attacker,0,1,SWAT-ASH,1,0,R4-C,Assault_Rifles,Acog,Vertical,Laser,HeavyBarrel,M45_MEUSOC,Pistols,None,None,None,None,SMOKE_GRENADE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,1,ARMORY,Attacker,DefendersEliminated,128,135,Gold,Defender,1,0,GSG9-BANDIT,2,1,MP7,Submachine_Guns,Acog,None,None,Compensator,P12,Pistols,None,None,Laser,Suppressor,BARBED_WIRE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,4,ARMORY,Attacker,DefendersEliminated,212,67,Silver,Defender,0,0,GSG9-BANDIT,0,1,MP7,Submachine_Guns,Acog,None,Laser,MuzzleBrake,P12,Pistols,None,None,None,Suppressor,NITRO_CELL
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,5,MASTER_BEDROOM,Defender,AttackersEliminated,217,67,Silver,Attacker,0,0,SWAT-ASH,1,1,R4-C,Assault_Rifles,Acog,Vertical,Laser,MuzzleBrake,M45_MEUSOC,Pistols,None,None,None,MuzzleBrake,BREACH_CHARGE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,1,ARMORY,Attacker,DefendersEliminated,128,75,Bronze,Defender,1,0,GIGN-ROOK,0,1,MP5,Submachine_Guns,RedDot,Vertical,None,Flash,LFP586,Pistols,None,None,None,None,IMPACT_GRENADE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,5,MASTER_BEDROOM,Defender,AttackersEliminated,217,75,Bronze,Defender,1,1,GIGN-ROOK,0,1,MP5,Submachine_Guns,RedDot,Vertical,None,Flash,LFP586,Pistols,None,None,None,None,IMPACT_GRENADE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,4,ARMORY,Attacker,DefendersEliminated,212,75,Bronze,Attacker,1,1,GIGN-TWITCH,0,0,F2,Assault_Rifles,Acog,Vertical,None,MuzzleBrake,LFP586,Pistols,None,None,None,None,CLAYMORE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,3,ARMORY,Defender,AttackersEliminated,186,62,Silver,Defender,1,1,G.E.O.-MIRA,0,0,VECTOR_.45_ACP,Submachine_Guns,EosHolo,Vertical,None,MuzzleBrake,ITA12S,Shotguns,None,None,None,None,NITRO_CELL
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,1,ARMORY,Attacker,DefendersEliminated,128,62,Silver,Defender,1,0,SAS-MUTE,0,1,MP5K,Submachine_Guns,Reflex,None,None,MuzzleBrake,P226_MK_25,Pistols,None,None,None,None,NITRO_CELL
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,2,ARMORY,Attacker,DefendersEliminated,170,135,Gold,Attacker,1,1,SWAT-ASH,0,1,R4-C,Assault_Rifles,Acog,Vertical,None,Flash,5.7_USG,Pistols,None,None,Laser,Suppressor,SMOKE_GRENADE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,4,ARMORY,Attacker,DefendersEliminated,212,135,Gold,Attacker,1,1,SWAT-ASH,2,0,R4-C,Assault_Rifles,Acog,Vertical,None,Flash,5.7_USG,Pistols,None,None,Laser,Suppressor,SMOKE_GRENADE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,4,ARMORY,Attacker,DefendersEliminated,212,108,Silver,Defender,0,0,GSG9-JAGER,1,1,416-C_CARBINE,Assault_Rifles,Acog,Vertical,None,HeavyBarrel,P12,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,3,ARMORY,Defender,AttackersEliminated,186,75,Bronze,Defender,1,1,GIGN-ROOK,3,0,MP5,Submachine_Guns,RedDot,Vertical,None,Flash,LFP586,Pistols,None,None,None,None,IMPACT_GRENADE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,4,ARMORY,Attacker,DefendersEliminated,212,59,Bronze,Defender,0,0,SWAT-PULSE,1,1,UMP45,Submachine_Guns,RedDot,Vertical,None,HeavyBarrel,5.7_USG,Pistols,None,None,None,None,NITRO_CELL
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,1,ARMORY,Attacker,DefendersEliminated,128,79,Bronze,Attacker,0,1,G.E.O.-JACKAL,1,1,C7E,Assault_Rifles,RedDot,Vertical,None,Flash,ITA12S,Shotguns,None,None,None,None,STUN_GRENADE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,3,ARMORY,Defender,AttackersEliminated,185,59,Bronze,Attacker,0,0,GIGN-TWITCH,0,1,F2,Assault_Rifles,EosHolo,Vertical,Laser,Flash,P9,Pistols,None,None,None,MuzzleBrake,BREACH_CHARGE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,2,ARMORY,Attacker,DefendersEliminated,170,75,Bronze,Attacker,1,1,GIGN-TWITCH,1,0,F2,Assault_Rifles,Acog,Vertical,None,MuzzleBrake,LFP586,Pistols,None,None,None,None,CLAYMORE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,5,MASTER_BEDROOM,Defender,AttackersEliminated,217,102,Silver,Defender,1,1,NAVYSEAL-VALKYRIE,1,1,MPX,Submachine_Guns,EosHolo,Vertical,None,MuzzleBrake,D-50,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,5,MASTER_BEDROOM,Defender,AttackersEliminated,217,79,Bronze,Attacker,0,0,G.E.O.-JACKAL,2,1,C7E,Assault_Rifles,RedDot,Vertical,None,Flash,ITA12S,Shotguns,None,None,None,None,STUN_GRENADE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,3,ARMORY,Defender,AttackersEliminated,185,135,Gold,Defender,1,1,GSG9-BANDIT,1,1,MP7,Submachine_Guns,Acog,None,None,Compensator,P12,Pistols,None,None,Laser,Suppressor,BARBED_WIRE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,5,MASTER_BEDROOM,Defender,AttackersEliminated,217,108,Silver,Attacker,0,0,SAS-SLEDGE,0,1,L85A2,Assault_Rifles,Acog,Vertical,None,Flash,SMG-11,Submachine_Guns,EosHolo,None,None,HeavyBarrel,FRAG_GRENADE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,3,ARMORY,Defender,AttackersEliminated,186,79,Bronze,Attacker,0,0,G.E.O.-JACKAL,0,1,C7E,Assault_Rifles,RedDot,Vertical,None,Flash,ITA12S,Shotguns,None,None,None,None,STUN_GRENADE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,4,ARMORY,Attacker,DefendersEliminated,212,107,Silver,Attacker,1,1,SAT-HIBANA,0,0,SuperNova,Shotguns,Reflex,None,None,None,BEARING_9,Submachine_Guns,Reflex,None,None,Compensator,STUN_GRENADE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,2,ARMORY,Attacker,DefendersEliminated,170,62,Silver,Attacker,1,1,SPETSNAZ-FUZE,0,0,AK-12,Assault_Rifles,EosHolo,Vertical,None,MuzzleBrake,PMM,Pistols,None,None,None,None,BREACH_CHARGE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,1,ARMORY,Attacker,DefendersEliminated,128,67,Silver,Attacker,0,1,GSG9-RESERVE,2,0,552_COMMANDO,Assault_Rifles,Spectator,Spectator,Spectator,Spectator,P12,Pistols,Spectator,Spectator,Spectator,Spectator,FRAG_GRENADE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,2,ARMORY,Attacker,DefendersEliminated,169,67,Silver,Defender,0,0,GSG9-RESERVE,0,1,MP7,Submachine_Guns,Spectator,Spectator,Spectator,Spectator,P12,Pistols,Spectator,Spectator,Spectator,Spectator,NITRO_CELL
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,3,ARMORY,Defender,AttackersEliminated,185,102,Silver,Defender,1,1,NAVYSEAL-VALKYRIE,1,1,MPX,Submachine_Guns,EosHolo,Vertical,None,MuzzleBrake,D-50,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,3,ARMORY,Defender,AttackersEliminated,186,108,Silver,Attacker,0,0,SAS-SLEDGE,2,1,L85A2,Assault_Rifles,Acog,Vertical,None,Flash,SMG-11,Submachine_Guns,EosHolo,None,None,HeavyBarrel,FRAG_GRENADE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,1,ARMORY,Attacker,DefendersEliminated,128,102,Silver,Defender,1,0,NAVYSEAL-VALKYRIE,0,1,MPX,Submachine_Guns,EosHolo,Vertical,None,MuzzleBrake,D-50,Pistols,None,None,None,None,DEPLOYABLE_SHIELD
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,2,ARMORY,Attacker,DefendersEliminated,170,102,Silver,Attacker,1,1,BOPE-CAPITAO,2,0,PARA-308,Assault_Rifles,EosHolo,Vertical,None,MuzzleBrake,PRB92,Pistols,None,None,None,Suppressor,CLAYMORE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,1,ARMORY,Attacker,DefendersEliminated,128,107,Silver,Defender,1,0,GSG9-JAGER,0,1,416-C_CARBINE,Assault_Rifles,Acog,Vertical,None,MuzzleBrake,P12,Pistols,None,None,None,None,BARBED_WIRE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,5,MASTER_BEDROOM,Defender,AttackersEliminated,217,59,Bronze,Attacker,0,0,GIGN-MONTAGNE,0,1,Shield,Shield,None,None,None,None,LFP586,Pistols,None,None,None,None,STUN_GRENADE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,2,ARMORY,Attacker,DefendersEliminated,170,59,Bronze,Defender,0,0,SAS-SMOKE,0,1,FMG-9,Submachine_Guns,RedDot,None,None,Flash,SMG-11,Submachine_Guns,EosHolo,Vertical,None,Compensator,BARBED_WIRE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,1,ARMORY,Attacker,DefendersEliminated,128,59,Bronze,Attacker,0,1,SAS-SLEDGE,0,1,L85A2,Assault_Rifles,Acog,Vertical,None,Flash,SMG-11,Submachine_Guns,RedDot,Vertical,None,Compensator,FRAG_GRENADE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,2,ARMORY,Attacker,DefendersEliminated,170,107,Silver,Attacker,1,1,SAT-HIBANA,2,0,TYPE-89,Assault_Rifles,Acog,Vertical,None,MuzzleBrake,BEARING_9,Submachine_Guns,Reflex,None,None,Compensator,STUN_GRENADE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,4,ARMORY,Attacker,DefendersEliminated,212,79,Bronze,Defender,0,0,SPETSNAZ-KAPKAN,0,1,9x19VSN,Submachine_Guns,EosHolo,Angle,None,None,PMM,Pistols,None,None,None,None,NITRO_CELL
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,3,ARMORY,Defender,AttackersEliminated,186,67,Silver,Attacker,0,0,SWAT-ASH,0,1,R4-C,Assault_Rifles,Acog,Vertical,Laser,MuzzleBrake,M45_MEUSOC,Pistols,None,None,None,MuzzleBrake,BREACH_CHARGE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,4,ARMORY,Attacker,DefendersEliminated,212,102,Silver,Attacker,1,1,BOPE-CAPITAO,0,1,PARA-308,Assault_Rifles,EosHolo,Vertical,None,MuzzleBrake,PRB92,Pistols,None,None,None,Suppressor,CLAYMORE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,2,ARMORY,Attacker,DefendersEliminated,170,108,Silver,Defender,0,0,GSG9-BANDIT,0,1,MP7,Submachine_Guns,Acog,None,Laser,Suppressor,P12,Pistols,None,None,None,None,NITRO_CELL
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,5,MASTER_BEDROOM,Defender,AttackersEliminated,217,135,Gold,Defender,1,1,GSG9-BANDIT,3,0,MP7,Submachine_Guns,Acog,None,None,Compensator,P12,Pistols,None,None,Laser,Suppressor,BARBED_WIRE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,3,ARMORY,Defender,AttackersEliminated,186,107,Silver,Defender,1,1,SAS-MUTE,0,1,MP5K,Submachine_Guns,RedDot,None,None,MuzzleBrake,P226_MK_25,Pistols,None,None,None,None,NITRO_CELL
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,5,MASTER_BEDROOM,Defender,AttackersEliminated,217,62,Silver,Defender,1,1,SAT-ECHO,0,1,MP5SD,Submachine_Guns,None,None,None,None,BEARING_9,Submachine_Guns,None,None,None,None,DEPLOYABLE_SHIELD
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,5,MASTER_BEDROOM,Defender,AttackersEliminated,216,107,Silver,Defender,1,1,SAS-MUTE,1,1,MP5K,Submachine_Guns,RedDot,None,None,MuzzleBrake,P226_MK_25,Pistols,None,None,None,None,NITRO_CELL
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,4,ARMORY,Attacker,DefendersEliminated,212,62,Silver,Attacker,1,1,G.E.O.-JACKAL,2,0,C7E,Assault_Rifles,Acog,Angle,None,None,ITA12S,Shotguns,EosHolo,None,None,None,BREACH_CHARGE
20170212,PS4,SECURE_AREA,HEREFORD_BASE,1522741281,2,ARMORY,Attacker,DefendersEliminated,170,79,Bronze,Defender,0,0,GSG9-JAGER,1,1,416-C_CARBINE,Assault_Rifles,EosHolo,Vertical,None,HeavyBarrel,P12,Pistols,None,None,None,None,BARBED_WIRE
